nosta,codehydro,nom,courdo,xlambert,ylambert,pk,bv,type,nogest,module,qrefetiage,qix2,qix5,qix10,mnemo,comment,datemaj,typemes,nomcommune,inseecommune,ngfechelle,dateenregistrement,datecreation,cotedebordement,coteseuil,codehydro3,codesitehydro3,synchronisation
267,"K4853000","NAZELLES-NÉGRON","La Cisse",546.8,6705.785,,790,"S","430450",2.32,0.417,15.5,21.6,25.6,"K4853000","Cette station est située sur la commune de NAZELLES-NEGRON (37) au lieu-dit ""Perreux"".
Besoin pour l'hydrologie générale de la région, cette station a remplacé celle de VERNOU S/ Brenne (K4893010) gérée par le SBLB et arrêtée le 01/01/1997 pour ces difficultés de gestion. Il n'y a aucune données disponibles dans HYDRO sur la station de Vernou.
Equipement: CPL avec capteur US immergé-Télétransmission: 02 47 57 62 67 
Contrôle: Radier de pont bétonné droit et en très bon état (restauré en 1996)-Seuil régulièrement noyé par l'influence de la végétation aquatique en aval-Les mesures de débit sont effectuées sur le radier du pont sauf celles de crues qui sont, elles, effectuées en amont (1km-1,5km) en cumulant la Cisse au Pont de la D431 et la Ramberge à ""La Mazère"".
27/01/2010 changement code hydro

Mise à jour débits caractéristiques le 23/04/2025.
","08/28/06 00:00:00","00","NAZELLES-NEGRON","37163",,"04/23/25 09:41:00",,,,"K485300001","K4853000",1
268,"K4460002","SUEVRES (PONT DE FLEURY)","Tronne",,,,,"V","430450",,,,,,"K4460002"," ","09/13/02 00:00:00",,,,,"09/16/08 14:00:00",,,,,,
269,"K7207510","DÉOLS","La Ringoire",600.098,6637.993,,97,"S","430450",0.5610000000000001,0,3.16,4.3,5.03,"K7207510","################","09/25/06 00:00:00","00","DEOLS","36063",14109,"04/18/25 07:41:00","10/19/00 15:45:00",,,"K720751001","K7207510",1
270,"M1124810","ROMILLY-SUR-AIGRE [HS]","Aigre",573.535,6766.382,,276,"S","430450",1.48,0.47,3.7,6,7.5,"M1124810","Elle est située sur la commune de Romilly-sur-Aigre (28), lieu-dit""St Calais""
Equipement: Centrale CPL + Alcomus et capteur Ultra-Son, alimentation batterie 12v et PS Télétransmission:02 37 98 58 86
Contrôle: Seuil bétonné. Régulièrement nettoyé lors des passages car la mousse s'installe sur l'arête du seuil et peut influencée de façon significative la ligne d'eau à l'amont.
14/01/1997: Constat de nettoyage des rives en amont et en aval de la station
13/01/1998: Seuil de contrôle en construction, existence d'un batardeau
13/09/2001: Déplacement de l'échelle. Installation de la nouvelle échelle en aval RD du pont, à 2m en amont du seuil béton pour se prémunir de l'influence de la végétation qui s'installe dans le lit en le seuil et le pont.Changement complet d'appareillage d'acquisition, installation d'une centrale CR2M avec capteur USi. Photos
20/08/2019: Nivellement de la cote de débit nul: 0.15m




","12/23/15 11:41:00","00","ROMILLY SUR AIGRE","28318",,"04/02/25 17:58:00","01/01/66 00:00:00",80,,"M112481001","M1124810",1
272,"K5554580","MOULINS-SUR-YEVRE [MAUBRANCHE]","Ouatier",613700,2231940,,112,"S","430450",0.85,0.042,3.04,4.85,6.05,"K5554580","lavoir amont N 151
mesures SEMA ou S.A.C. Cher
MISE A JOUR DEBITS CARACTERISTIQUES LE 02/05/2025.","11/12/02 00:00:00","10","MOULINS-SUR-YEVRE","18158",,"05/02/25 10:16:00",,,,"K555458001","K5554580",1
273,"K6593020","MEUSNES [GUÉ AU LOUP]","Fouzon",585.42,6685.547,,,"S","430450",4.67,0.36,46.3,79.59999999999999,102,"K6593020","Cette station est située sur la commune de MEUSNES (41), lieu-dit""Gué au loup""remplace la station Meusnes ""gué de Meusnes""-K6593010
Contrôle: Radier naturel, ancien gué. Bon contrôle dans l'ensemble mais influencée par la végétation aquatique en été et les hauteurs peuvent aussi être influencées par remous à delà de 300m3/s sur le Cher
Equipement: 15/03/2005 : Passage d'un capteur USi à un capteur bulle à bulle (Nimbus OTT) Télétransmission: 06 79 71 67 55

Mise à jour Débit caractéristiques le 24/04/2025","12/23/15 11:41:00","00","MEUSNES","41139",,"04/24/25 11:23:00",,215,,"K659302001","K6593020",1
274,"F43600","COURTEMPIERRE","FUSAIN",622388,2345747,,389,"S","104450",,,,,,"COURTEMPIE","station Annonce de crue Diren Ile de France","12/03/03 00:00:00","10",,,,,,,,,,
278,"K7433030","GENILLÉ","L'INDROIS",555.861,6677.254,,396,"S","430450",2.18,0.317,54.7,89,112,"K7433030","################","09/07/06 00:00:00","00","GENILLE","37111",,"04/18/25 07:53:00","08/19/77 00:00:00",,,"K743303001","K7433030",1
280,"K4873120","VILLEDOMER [BAS VILLAUMAY AMONT]","La Brenne",541.992,6720.714,,263,"S","430450",1.23,0.26,23.8,39.5,49.9,"K4873120","Mise en service le 09/10/2001 à 15:00 en remplacement de celle au pont
Cette station est située sur la commune de VILLEDOMER (37) au lieu-dit ""Le Bas Villaumay"".
Centrale CR2M avec capteur Ultra-Son, alimentation solaire Télétransmission: 02 47 55 02 26 code VILLEDOMER
Contrôle: Radier de pont en brique en mauvais état. Bonne en basses et moyennes eaux, reste à confirmer en htes eaux
Les mesures de débit sont effectuées 30m en amont du pont sauf celles de crues qui sont, elles, effectuées 2,5km en amont au Pont de la D246 à Chateau-Renault.
15/02/2017: Nivellement du ""0"" de l'échelle - Altitude: 80.243m Système NGF-IGN 1969

Mise à jour débits caractéristiques le 23/04/2025.
","03/23/07 00:00:00","00","VILLEDOMER","37276",8024,"04/23/25 09:44:00","10/09/01 15:00:00",150,,"K487312001","K4873120",1
281,"H4022030","BOULANCOURT","l'ESSONNE",606.75,2362.1,,609,"S","430450",1.39,0.165,5.49,9.33,17.5,"H4022030","-Station installée le                      MISE A JOUR DEBITS CARACTERISTIQUES LE 02/05/2025.
Crue vicennale : 9.5 m3/s

COMMENTAIRES SUR STATION :

- le 21/11/2008 nettoyage du seuil, influence constatée de 13 mm traitée dans HYDRO en CORTH du 24/09/2008 au 21/11/2008.","07/26/02 00:00:00","00","BOULANCOURT","77046",,"05/02/25 10:09:00",,,,"H402203001","H4022030",1
282,"H4033010","MEREVILLE [HS]","LA JUINE",582.61,2370.45,,199,"S","430450",0.967,0.57,1.5,1.9,2.2,"H4033010","Station mise en service le : 01/05/1969

Coordonnées Syndicat de rivière : 01 64 94 58 93 - Monsieur GREFFEUILLE 
Garde pêche Monsieur Multon 06 85 40 12 76","01/15/01 00:00:00","00","MEREVILLE","91390",,"04/09/25 18:07:00",,,,"H403301001","H4033010",1
283,"K5424010","AINAY LE CHATEAU [HS]","SOLOGNE",626769.9,2189920,,88.900002,"S","430450",0.595,0.067,4.32,6.5,9.33,"K5424010","Débits caractéristiques mis à jour le 16/04/2025","06/08/05 00:00:00","00",,,19418,"04/16/25 16:17:00",,,,"K542401001","K5424010",1
285,"K5333110","VIEURE","BANDAIS",643420,2167670,,130,"S","430450",0.773,0.007,22.6,35,43.1,"K5333110","Mise à jour des débits caractéristiques le 17/04/2025","06/08/05 00:00:00",,"VIEURE","03312",,"04/18/25 14:50:00",,,,"K533311001","K5333110",1
287,"K5234010","VAUX","MAGIEURE",618438,2157512,,194,"S","430450",0.878,0.002,21.6,35.9,45.4,"K5234010","Mise à jour Débits caractéristiques le 17/04/2025","09/25/03 00:00:00","10","VAUX","03301",,"04/17/25 09:46:00",,,,"K523401001","K5234010",1
288,"K5343210","MALICORNE [BEAUFRANCON]","OEIL",632210,2145950,,126,"S","430450",0.983,0.057,14.7,23.4,29.1,"K5343210","Mise à jour des débits caractéristiques le 17/04/2025","06/08/05 00:00:00","00","MALICORNE","03159",33100,"04/18/25 15:09:00",,,54,"K534321001","K5343210",1
289,"K5083010","ST PARDOUX [HS]","TARTASSE",618950,2130600,,130,"S","430450",1.1,0.067,16.7,22.9,27,"K5083010","Débits caractéristiques mis à jour le 16/04/2025","12/06/01 00:00:00","00",,,,"04/16/25 12:53:00",,,,"K508301001","K5083010",1
298,"K6022420","LOYE-SUR-ARNON","ARNON",652.303,6617.164,,267.70001,"S","430450",1.33,0.24,17.9,31.7,40.8,"K6022420","Cette station est située sur la commune de Loye sur Arnon (18) au pont sur l' Arnon de la D951
Contrôle: Seuil naturel Equipement: PLQ 2000 9600BD Téléphone: 02.48.60.79.39
Altitude du ""0"" de l'échelle193.32m (nivellement du 01/10/2015).
La première cassure/redressement de la CT à la cote d'environ 215 est lié au débordement dans les champs.
La deuxième cassure/inflechissemnt à la cote d'environ 255 cm est lié au remou aval  (contraction de la vallée et végétation  (bocage  + forêt) qui innonde la route par l'aval (pas de déversement via l'amont sur la route à la cote 252)
CT tracé pour les montée de crue (montée trés rapide, sans influence de remplissage en aval, ce qui est sans doute le cas à la descente et ou en cas de second évènement très proche)

Mise à jour Débit caractéristiques le 24/04/2025
","12/23/15 11:39:00","00","LOYE SUR ARNON","18130",19332,"04/24/25 11:14:00","07/05/07 11:21:00",250,,"K602242001","K6022420",1
302,"K4853010","CHOUZY S/ CISSE (LE VAU) [HS]","Cisse",,,,,"S","430450",,,,,,"K4853010","Cette station est située sur la commune de Chouzy sur Cisse(41) à la hauteur du lieu-dit ""le Vau"", au pont de la VC14.
Hydrologie générale. Point de mesure complémentaire à Chouzy (les vallées) afin de comparer avec la Cisse à Coulanges (recherche du station de remplacement de Coulanges).
Contrôle:Seuil naturel - Equipement: Centrale CYR2/US GSM avec capteur Ultra-Son, alimentation solaire 12V Télétransmission: 06 45 45 99 23  code CHOUZY1
21/08/2008 : Mise en service de la station de mesure. Nivellement du zéro de l'échelle par rapport à un repère : -2,23m
21/05/2012 : Mise hors service ","02/03/12 11:58:00","00","CHOUZY S/ CISSE","41055",,"04/18/25 10:58:00","10/19/07 13:48:00",,,"K485301001","K4853010",
303,"K0248810","VENDOS [HS]","MUSETTE",712900,2011800,999,38.5,"S","118631",0.261,0.03,3.1,6.9,,"K0248810","INSTALLE 12/97","07/05/04 00:00:00","10",,,77000,"03/14/25 12:13:00",,,,"K024881001","K0248810",
305,"K0333010","VOREY [PONT EYTRAVAZET]","ARZON",769.054,6456.772,,153,"S","430450",1.41,0.096,22,34,42,"K0333010","INSTALLE 12/97
Coordonnées en lambert 93","12/21/15 09:56:00","00",,,57300,"12/21/15 09:57:00",,,,"K033301001","K0333010",
306,"K0403030","LES VASTRES [PONT MARIE]","LIGNON",797.876,6433.13,,40,"S","430450",0.873,0.098,19,34,44,"K0403030","Coordonnées en lambert 93","12/21/15 10:03:00","00",,,107476,"04/18/24 15:03:00",,,,"K040302002","K0403020",
307,"K0436510","ARAULES PONT [HS]","AUZE",745200,2011370,979.5,22,"S","118631",0.166,,,,,"K0436510",,"07/05/04 00:00:00","00",,,,"03/14/25 12:25:00",,,,"K043651001","K0436510",
308,"K0454020","DUNIERES","DUNIERES",804.55,6458.742,,140,"S","430450",2.07,0.35,25,41,51,"K0454020","coordonnées en lambert 93","12/21/15 10:13:00","00",,,73800,"05/03/16 16:25:00",,,,"K045402001","K0454020",
309,"K0513010","SAUVESSANGES","ANCE DU NORD",769.7619999999999,6475.986,,192,"S","430450",2.8,0.5,20,27,32,"K0513010","Coordonnées en lambert 93","12/21/15 10:20:00","00",,,78700,"01/13/22 08:43:00",,,,"K051301001","K0513010",
310,"K1414010","SAINT-LEGER-SUR-VOUZANCE","VOUZANCE",,,,131,"S","430450",0.8169999999999999,0.018,24.3,33.7,39.9,"K1414010"," Mise à jour Débits caractéristiques le 16/04/2025
","02/09/04 00:00:00","10","SAINT-LEGER-SUR-VOUZANCE",,,"04/24/25 10:27:00",,,,"K141401001","K1414010",1
312,"K1524010","BREUIL D1","BARBENAN",704539.4,2133539.4,,121,"S","430450",1.85,0.103,16.7,23.5,28.1,"K1524010"," Mise à jour Débits caractéristiques le 16/04/2025","06/01/05 00:00:00",,,,,"04/16/25 16:39:00",,,,"K152401001","K1524010",1
313,"K1533010","SAINT-PRIX","BESBRE",700890,2137090,,360,"S","430450",5.92,0.408,42.5,62,75,"K1533010"," Mise à jour Débits caractéristiques le 16/04/2025","06/08/05 00:00:00","00","SAINT-PRIX",,,"04/16/25 16:43:00",,,,"K153301001","K1533010",1
315,"K1810310","CHAPELLE AUX  CHASSES [HS]","ACOLIN",,,,,"S","430450",1.6,0.31,18,27,34,"K1810310",,"12/11/01 00:00:00","00",,,,"04/02/25 14:45:00",,,,"K181031001","K1810310",
317,"K0733220","CHALMAZEL (CHEVELIERES)","LIGNON du FOREZ",767463,6511174,,60,"S","430450",1.71,0.33,22,33,41,"K0733220",,"12/17/15 15:31:00","00",,,79927,"12/17/15 15:33:00",,,,"K073322001","K0733220",
318,"K0744010","DEBATS RIVIERE D' ORPRA (COTES)","ANZON",774051,6518639,,180,"S","430450",2.47,0.17,23,32,39,"K0744010",,"12/17/15 15:39:00",,,,40714,"12/17/15 15:42:00",,,,"K074401001","K0744010",
319,"K0763310","LA GUILLANCHE [HS]","VIZEZY",731.212,2069.3,,43.299999,"S","119690",0.625,0.056,6.8,10,12,"K0763310",,"03/18/02 00:00:00","00",,,,"03/14/25 12:28:00",,,,"K076331001","K0763310",
321,"K1084010","CHANGY  (NOAILLERIE) [HS]              ","TEYSSONNE",768228,6560146,,23,"S","119690",0.322,0.016,2.72,3.74,4.42,"K1084010","Repris par le syndicat de rivière (matériel retrocédé)
Débits caractéristiques mis à jour le 24/04/2025",,"00",,,34989,"04/24/25 11:59:00",,,,"K108401001","K1084010",
322,"K5313010","COSNES D'ALLIER (AUMANCE) [HS]","AUMANCE",638997,2164443,,158,"S","430450",,,,,,"K5313010",,,"00",,,,"04/02/25 16:04:00","11/30/07 13:42:00",,,"K531301001","K5313010",1
323,"K5363220","COSNES D'ALLIER (OEIL)","L'OEIL",637714,2163923,,398,"S","430450",2.08,0.067,26.1,39.4,48.1,"K5363220","Mise à jour des débits caractéristiques le 17/04/2025","01/04/16 16:24:00","00","COSNE D'ALLIER","03084",,"04/18/25 15:04:00","11/30/07 13:44:00",,,"K536322001","K5363220",1
324,"K5702320","ST DOULCHARD (MOULIN BATARD ROCADE)","YEVRE",,,,1750,"S","430450",11.7,1.41,58.6,84.7,102,"K5702320","MISE A JOUR CARACTERISTIQUES LE 02/05/2025.",,"00",,,,"05/02/25 10:04:00","11/30/07 13:44:00",,,"K570232001","K5702320",1
325,"K4473110","CHOUZY S/ CISSE (LES VALLÉES) [HS]","Cisse (dérivation vers Loire)",,,,,"S","430450",,,,,,"K4473110","Cette station est située sur la commune de Chouzy sur Cisse(41) à la hauteur du lieu-dit ""les Vallées"".
Point de mesure complémentaire à Chouzy (le Vau) afin de comparer avec la Cisse à Coulanges car c'est une partie du débit de la Cisse qui part directement dans la Loire.
Ouvrage aval (vannes) Aucune courbe possible, sous influence de l'ouvrage aval
Equipement: Centrale CYR2/US avec capteur Ultra-Son, alimentation batterie 12V
Télétransmission:   code CHOUZY2


","02/03/12 10:19:00","00","CHOUZY S/ CISSE","41055",,"04/18/25 08:40:00","05/02/08 09:31:00",,,"K447311001","K4473110",
326,"H402203*","BOULANCOURT ESSAI ","Essonne",,,,,"S","430450",,,,,,"H402203*","Jaugeages ponctuels ancienne stations boulancourt ?",,"00",,,,"04/02/25 14:18:00","06/09/08 15:32:00",,,,,
327,"H3522010","COURTEMPIERRE","FUSAIN",622.388,2345.718,,375,"V","430450",,,,,,"H3522010",,,"10","COURTEMPIERRE (LIEU-DIT PASSARD)","45114",,"08/07/23 16:25:00","07/31/08 14:53:00",,,"H352201010","H3522010",
328,"H407****","PRUNAY [JP]","PERRAY",560040,2391910,,,"V","430450",,,,,,"H407****","POINT DE MESURE PONCTUELLE POUR GESTION NAPPE DE BEAUCE",,"10","PRUNAY EN YVELINES","78506",,"04/22/25 17:54:00","09/26/08 10:20:00",,,,,
329,"H4068400","YMERAY","VOISE",553670,2390250,,,"V","430450",,0.054,,,,"H4068400","POINT DE MESURE PONCTUELLE POUR GESTION NAPPE DE BEAUCE
Mise à jour Débit caractéristiques le 24/04/2025",,"10","YMERAY","28425",,"04/24/25 10:23:00","09/26/08 10:23:00",,,"H406840001","H4068400",
332,"K520090","ROCHEBUT DEVERSOIR","Cher",,,,,"S","430450",,,,,,"ROCHEBUT","courbe deversoir EDF penser ajouter  débits turbinés",,,,,,"05/14/09 11:07:00","05/14/09 11:06:00",,,,,
333,"K2680825","COUDES AVAL","ALLIER",,,,5317,"S","430450",,,,,,"AVAL COUDE","échelle aval d'étiage attention décalage avec pente avec échelle amont SAC
Référentiel à créer dans HP et bancariser les données liées à cette échelle","11/17/97 00:00:00","00",,,,"03/24/25 14:59:00",,,,,,
334,"K6453010","THEILLAY","LA RERE",,,,,"S","430450",1.31,0.095,18.8,38,50.7,"K6453010","Mise à jour débits caractéristiques le 23/04/2025.
",,"00","THEILLAY",,,"04/23/25 09:57:00","09/04/09 16:21:00",,,"K645301001","K6453010",1
335,"K73226**","PERRUSSON (AMONT)","INDRE",499.953,2234.526,,,"S","430450",,,,,,"K73226**","Station d'essai pour la prévision à Loches",,"10","PERRUSSON","37183",,"11/20/09 17:36:00","09/11/09 10:46:00",,,,,
336,"K7322610","PERRUSSON","INDRE",549.726,6668.865,,,"S","430450",,,,,,"K7322610",,,"00","PERRUSSON","37183",7067,"05/19/25 16:59:00","09/11/09 10:48:00",218,,"K732261001","K7322610",1
338,"K4900040","TOURS/LOIRE CAPTEUR RADAR","La Loire",475210,2268130,,12130,"S","430450",360,67,1600,2100,2400,"K4900040","Station à l'esai avec capteur hauteur radar complémentaire situé dans le chenal principal du lit contrairement au LPN8 de la K4900030 situé lui sur la RG dans un bras qui s'assèche en étiage.",,"00",,,4295,"03/30/11 09:48:00","09/10/10 09:31:00",,,,,
339,"K0356310","BEAUX   ( MALATAVERNE","RAMEL",784471,6452875,,43,"S","430450",,,,,,"K0356310",,,"00",,,69374,"12/17/15 16:20:00","06/23/11 10:26:00",,,"K035631001","K0356310",
340,"K0274020","BLAVOZY (LE BOURG)","SUMENE",777221,6440092,993,52,"S","430450",0.551,0.03,16,29,37,"K0274020","INSTALLE 28/03/2011
","12/17/15 15:23:00","00",,,67773,"12/21/15 15:31:00","03/28/11 00:00:00",,,"K027401002","K0274010",
342,"K5090905","CHAMBONCHARD 1 [HS]","CHER",,,,517,"S","430450",,,,,,"K5090905","1ère station de jaugeages à chambonchard, période du 14 août 1918 au 21 avril 1966
K509 0900 03 - Le Cher à Chambonchard","09/20/11 08:15:00","00",,,,"04/03/25 11:22:00","08/14/18 00:00:00",,,"K509090003","K5090900",
343,"K5133010","CHAMPAGNAT","La Tardes",598700,2124330,,,"S","430450",,,,,,"K5133010",,"01/04/16 16:12:00","00","CHAMPAGNAT","23048",,"11/08/16 13:07:00","11/10/11 11:32:00",,,"K513301001","K5133010",1
344,"K0624520","ST MARCELLIN EN FOREZ (LE BLED)","Le Bonson",792827,6486469,,104,"S","430450",0.801,0.01,14,23,29,"K0624520",,"12/17/15 15:37:00",,,,41680,"01/22/16 15:23:00","12/14/11 11:40:00",,,"K062451002","K0624510",
345,"K1633010","BOURBON LANCY(MOULIN BAUDRAN)","LA SOMME",,,,,"S","430450",,,,,,"K1633010",,,"00",,,,"01/04/16 15:47:00","01/10/12 16:19:00",,,"K163301001","K1633010",1
346,"K6173130","SAINTE-LIZAIGNE - STATION DEBITMETRIQUE","La Théols",626.086,6656.632,,782,"S","430450",,,,,,"K6173130","Cette station est située sur la commune de STE LIZAIGNE au lieu-dit . Pont RD34
Station de mesure de débit en continu Télétransmission Cristal :02 54 21 73 24  Télétransmission Centrale :02 54 49 15 65

","12/23/15 11:40:00","10",,,,"10/10/23 12:00:00",,,,"K617313001","K6173130",1
347,"K7143010","MONTIPOURET [MOULIN D'ANGIBAULT]","la Vauvre",616.146,6614.571,,197,"S","430450",1.5,0.07000000000000001,16.1,24.6,30.1,"K7143010","mise en service le 19/12/2012

13/08/2019: Nivellement de la cote ""débit nul"": -0.09m 

Mise à jour débits caractéristiques le 17/04/2025
","07/04/13 15:46:00","00","MONTIPOURET","36129",,"04/18/25 07:36:00","12/22/11 11:46:00",240,,"K714301001","K7143010",1
349,"K7043010","NOHANT - VIC","l'Igneraie",,,,77.800003,"S","430450",,,,,,"K704302001",,,"00","NOHANT - VIC","36143",,"05/28/25 10:55:00","12/22/11 11:49:00",,,,,
350,"K4572210","MONTRIEUX-EN-SOLOGNE [BOIS OLYMPE]","BEUVRON",602.775,6715.166,,509.79999,"S","430450",2.72,0.126,20.4,36,51.5,"K4572210","26/06/1994: Début des mesures ponctuelles par la DDT41

17/10/2012: Mise en service d'une station de mesure Ht

Mise à jour débits caractéristiques le 23/04/2025.
","06/27/13 11:15:00","00","MONTRIEUX-EN-SOLOGNE","41152",,"04/23/25 09:02:00",,,,"K457221001","K4572210",1
351,"K4900020","TOURS (AVAL DU PONT WILSON RD) [HS]","La Loire",475210,2268130,,42130,"S","430450",373,64.5,1668,2106,2395,"K4900020","station aval Wilson Rive Droite a remplacé K4900010 Wilson amont Rive Gauche et est remplacée par K4900030 Mirabeau","03/10/00 00:00:00","00",,,4459,"04/18/25 14:36:00",,,,"K490003102","K4900031",
352,"K0924010","RENAISON [HS]","RENAISON",771644,6550155,,,"S","430450",,,,,,"K0924010","Mise en service le 04/07/2012 à 09 h 10 TU 
alimenté dans hydro 1/1/2013",,"00",,,36179500,"03/14/25 12:31:00","07/04/12 16:50:00",,,"K092401001","K0924010",
357,"K1363010","CIRY LE NOBLE","La Bourbince",,,,343,"S","117210",3.28,0.6,42,52,58,"K1363010",,"02/10/03 00:00:00","00",,,,"02/25/16 15:01:00",,,,"K136301001","K1363010",1
361,"K0253030","AIGUILHE","BORNE ",769.904,6439.385,,,"S","430450",2.9,0.51,51,89,110,"K0253030","Coordonnées en labmbert 93","12/21/15 09:34:00","00",,,62306,"04/18/24 14:57:00","02/27/13 09:41:00",,,"K025302002","K0253020",
362,"K0134010","LANTRIAC (PONT DE MOULINES)","la Laussonne",776897,6430044,,33,"S","430450",,,15.6,29.7,39.1,"K0134010",,"12/17/15 15:54:00",,,,74962,"04/19/25 19:37:00","05/31/13 09:46:00",,,"K013401001","K0134010",
363,"K0045510","ST ARCONS  BARGES (MONTBEL","la Mejeanne",774643,6414533,,35,"S","430450",,,,,,"K0045510",,,"00",,,95556,"12/17/15 15:40:00","05/31/13 10:05:00",,,"K004551001","K0045510",
364,"K7222610","BUZANCAIS [HS)","Indre",530.722,2209.148,,1203,"S","430450",9.08,0.93,,147,187,"K7222610",,,"00","BUZANCAIS","36031",,"04/02/25 17:52:00","07/17/13 10:01:00",170,,"K722261010","K7222610",
365,"K6220930","SELLES-SUR-CHER - PONT D956A","Le Cher",590.9930000000001,6687.413,,9264,"S","430450",58.2,5.54,246,361,437,"K6220930","Cette station est située sur la commune de Selles sur Cher (41) au pont de Selles sur Cher sur la D956A
Contrôle: Seuil Naturel  Equipement: CPL PLQ 2000 avec capteur radar déporté par radio Téléphone: 02 54 96 13 56
A l'installation le 22/08/2013, la hauteur à cette station était de -4cm par rapport à celle de la station centre ville(vieux pont). La cote du ""0"" de l'échelle est 71,820 m NGF(nivellement maintenance DHMD). 

Mise à jour débits caractéristiques le 23/04/2025.
","12/23/15 11:40:00","00","SELLES/CHER","41242",7182,"04/23/25 09:48:00","08/22/13 16:00:00",,,"K622091003","K6220910",1
366,"K6482510","PRUNIERS-EN-SOLOGNE","Sauldre",549.736,2258.138,,2099,"S","430450",13.1,1.33,94,155,196,"K6482510","Référence hauteur: Echelle limni sur pile amont rive gauche
Début des mesures de débits en 2013

Mise à jour débits caractéristiques le 23/04/2025.
","10/11/13 17:26:00","00","PRUNIERS-EN-SOLOGNE","41185",,"04/23/25 09:58:00","08/26/13 14:36:00",,,"K648251001","K6482510",1
367,"K6102430","MAREUIL-SUR-ARNON","Arnon",633.704,6642.608,,884,"S","430450",4.05,0.312,41.9,73,93.59999999999999,"K6102430","Début des mesures de débits en 2013-référence hauteur: arète inférieure du bloc de pierre recouvrant le parapet coté RD aval du pont
20/05/2014: Mise en service 
14/02/2017: Nivellement du ""0"" de l'échelle - Altitude: 133.406m Système NGF-IGN 1969

Mise à jour Débit caractéristiques le 24/04/2025","12/23/15 11:40:00","00","MAREUIL SUR ARNON","18137",13341,"04/24/25 11:18:00","08/26/13 14:41:00",190,,"K610243001","K6102430",1
369,"K0920010","IGUERANDE","loire",,,,,"S","430450",,,,,,"IGUERANDE",,,,,,,"09/25/13 11:25:00","09/25/13 11:25:00",,,,,
370,"K7222620","BUZANÇAIS - PONT VOIE FERRÉE","Indre",579.351,6645.529,,1244,"S","430450",8.57,1.15,49.1,77.8,96.90000000000001,"K7222620","################","10/11/13 17:23:00","00","BUZANCAIS","36031",10558,"04/18/25 07:45:00","10/03/13 17:38:00",250,,"K722261011","K7222610",1
371,"K0543010","BEAUZAC [BÉRARD]","ANCE DU NORD",784.77,6464.677,,517,"S","430450",,,,,,"K0543010","Coordonnées en lambert 93","12/21/15 10:23:00","00","BEAUZAC",,,"12/21/15 10:24:00","12/02/13 14:59:00",,,"K054301001","K0543010",
372,"K4427010","TAVERS","Lien",596.2329999999999,6740.299,,41,"S","430450",,,,,,"K4427010"," Janvier 2014: installation d'une échelle limnimétrique à l'aplomb aval RG du pont
23/01/2014: constat d'un nettoyage et élagage de la RG sur 150m

Mise à jour Débit caractéristiques le 24/04/2025 pas de données en Phyc","02/20/20 16:09:00","00","TAVERS","45317",,"04/24/25 11:07:00","01/01/98 00:00:00",,,"K442701001","K4427010",1
374,"K1713010","CHATILLON EN BAZOIS","L'Aron",699.229,2229.929,,193,"S","117210",,,20,22,24,"K1713010",,"02/10/03 00:00:00","00",,,22978,"02/25/16 15:02:00",,,,"K171301001","K1713010",1
375,"K1724210","VANDENESSE","La Dragne",,,,115,"S","430450",1.84,0.14,25,34,40,"K1724210",,"01/29/10 15:31:00","00",,,21046,"06/20/25 15:45:00",,,,"K172421001","K1724210",1
376,"K1764020","ST GRATIEN","La Canne",700.3200000000001,2213.5,,181.8,"S","117210",1.93,0.056,24,28,31,"K1764020",,"02/10/03 00:00:00","00",,,20276,"02/25/16 15:05:00",,,,"K176401002","K1764040",1
377,"K1753110","CERCY LA TOUR","L'Alène",,,,338,"S","117210",4.42,0.34,43,52,57,"K1753110",,"02/10/03 00:00:00","00",,,19980,"02/25/16 15:04:00",,,,"K175311001","K1753110",1
378,"F4560420","SACLAS","LA JUINE",,,,,"S","430450",1.13,0.9350000000000001,2.2,2.64,2.93,"F4560420","MISE A JOUR DEBITS CARACTERISTIQUES LE 02/05/2025.",,"00","SACLAS",,,"05/02/25 10:10:00","03/07/14 11:26:00",,,"F456042001","F4560420",1
379,"K0463010","MONISTROL-SUR-LOIRE [PONT DE LIGNON]","LIGNON DU VELAY",790.223,6462.597,,711,"S","430450",,,,,,"K0463010","Coordonnées en lambert 93","12/21/15 10:17:00","00","MONISTROL SUR LOIRE","43137",33911,"11/08/24 12:32:00","02/05/14 15:30:00",,,"K046301002","K0463010",
380,"K6063010","REZAY","La Sinaize",637.357,6619.5,,157.5,"S","430450",0.671,0.04,8.01,13.3,16.8,"K6063010","Avant la pose de l'échelle, un repère jaune a été marqué sur la rembarde en amont, rive droite.
Installation d'une échelle en novembre 2015 sur la culée, amont rive droite.

Mise à jour Débit caractéristiques le 24/04/2025","12/23/15 11:39:00","00","REZAY","18193",,"04/24/25 11:15:00","02/10/14 16:40:00",,50,"K606301001","K6063010",1
381,"K4373110","SANDILLON (FERME DE LOUY)","le Dhuy",,,,,"S","430450",0.507,0.005,6.73,12.2,15.9,"K4373110","station crée janvier 2014

Mise à jour Débit caractéristiques le 24/04/2025",,"10",,,9397,"04/24/25 11:12:00","04/04/14 11:51:00",,,"K437311001","K4373110",1
