noct,nopt,h,q
909,7,266,2.27
909,8,372,3.4000001
909,9,608,6.4499998
909,10,1176,13.9
909,11,1573,19.700001
909,12,1709,22.200001
909,13,1807,28
1091,1,250,0.103
1091,2,300,0.24699999
1091,3,400,0.67500001
1091,4,500,1.38
1091,5,700,3.1700001
1091,6,900,5.27
1091,7,1000,6.46
1091,8,1250,9.8500004
1091,9,1500,13.8
1091,10,1600,15.5
1091,11,1700,17.799999
1091,12,1800,20.9
1091,13,1900,24.4
1091,14,2000,28.5
1091,15,2100,33.400002
1091,16,2300,45
1091,17,2500,58.700001
1091,18,2600,74.599998
1091,19,2750,121
1092,1,200,0.039999999
1092,2,240,0.050000001
1092,3,280,0.090000004
1092,4,320,0.16
1092,5,340,0.20999999
1092,6,360,0.28
1092,7,400,0.47999999
1092,8,700,2.8
1092,9,1000,6
1092,10,1200,8.8000002
1092,11,1500,14
1092,12,1800,20.200001
1092,13,1900,23.5
1092,14,2200,37.799999
1092,15,2400,50.200001
1224,2,100,1.3
1224,3,250,2.2
1224,4,350,3.0999999
1224,5,500,4.8000002
1224,6,800,9
1224,7,1200,16
475,1,600,3.8
475,2,1000,4.5999999
475,3,1200,5.5
475,4,1500,10.2
475,5,2500,46
475,6,4000,145
475,7,5000,275
480,11,1200,10.6
740,1,200,0
740,2,250,0.2
740,3,300,0.41999999
740,4,400,0.94999999
740,5,500,1.5
740,6,600,2.1500001
740,7,700,2.8
740,8,800,3.5
740,9,900,4.3000002
740,10,1000,5.0999999
740,11,1300,7.5
740,12,1600,10
560,1,320,0.34999999
560,2,340,0.37
560,3,360,0.38999999
560,4,400,0.44
560,5,430,0.49000001
560,6,470,0.57999998
560,7,500,0.66000003
560,8,550,0.80000001
560,9,600,0.98000002
560,10,640,1.1799999
560,11,700,1.5
560,12,800,2.0999999
560,13,1000,3.4000001
560,14,1100,4.0999999
560,15,1200,4.9000001
560,16,1300,5.8000002
560,17,1400,6.8000002
560,18,1600,9
560,19,2000,13.6
561,1,300,0.34999999
561,2,350,0.38
561,3,430,0.44
561,4,470,0.47999999
561,5,500,0.51999998
561,6,550,0.63
561,7,600,0.76999998
561,8,650,1
561,9,700,1.3
561,10,1000,3.3299999
561,11,1200,4.9000001
561,12,1400,6.8000002
561,13,1600,8.8000002
561,14,2000,13.4
594,1,1400,640
594,2,2300,904
594,3,6000,4620
607,1,1000,0.1
607,2,1100,0.5
607,3,1200,1.2
607,4,1300,1.9
607,5,1400,2.9000001
607,6,1500,3.9000001
607,7,1600,5.0999999
607,8,1700,6.3000002
607,9,1800,7.6999998
607,10,1900,9.1000004
607,11,2000,10.6
607,12,2200,13.9
607,13,2400,16
607,14,2600,17.6
607,15,2800,22.299999
607,16,3000,34.099998
607,17,3400,72.400002
607,18,3800,127
607,19,4200,195
607,20,4600,274
607,21,5000,365
612,1,100,0.44
612,2,150,1
612,3,200,1.7
612,4,300,3.0999999
612,5,400,4.8000002
612,6,500,6.6999998
612,7,600,9
612,8,700,11.5
612,9,800,14
612,10,900,16.799999
