nosec,nosta,snom,sdatedeb,sdatefin,szero,sfond,scomment,sdatemaj,sdateenregistrement,sdatecreation,susage
84,121,"Pont station amont","01/01/04 00:00:00","12/31/50 00:00:00",29613,29554,"Cette section est établie à partir du profil en travers du jaugeage réalisé le 12/03/2008 à 17:00 (cote échelle =1.41m)","01/24/11 15:10:00","01/24/11 15:10:00","01/24/11 15:10:00",
85,32,"Station","01/01/00 00:00:00","01/01/03 00:00:00",26103,26043,"Altitude réelle","01/24/11 15:10:00","01/24/11 15:11:00","07/24/02 00:00:00",
86,36,"Section amont seuil","01/01/00 00:00:00","01/01/04 00:00:00",21377,21341,"Recalculé avec altitude réelle","01/24/11 15:17:00","01/24/11 15:17:00","07/31/02 00:00:00",
87,2,"Pont RD14 (amont)","11/01/02 00:00:00","01/01/10 00:00:00",18100,18049,"A partir du repère NGF au pont : 187.845mNGF","01/24/11 15:22:00","01/24/11 15:23:00","12/17/02 00:00:00",
88,42,"section station","01/01/99 00:00:00","12/31/00 00:00:00",56895,56881,"Section station","01/24/11 15:25:00","01/24/11 15:25:00","11/26/99 00:00:00",
89,35,"Pont Echelle HE(aval","01/01/01 00:00:00","01/01/03 00:00:00",36500,36448,"Altitude fictive","01/24/11 15:27:00","01/24/11 15:27:00","08/01/02 00:00:00",
90,112,"Echelle","07/01/01 00:00:00","12/31/50 00:00:00",23169,23125,"Recalculé avec altitude réelle","01/24/11 15:43:00","01/24/11 15:43:00",,
91,73,"Pont de LOGELHEIM","01/01/02 00:00:00","01/01/04 00:00:00",19170,19148,"Altitude fictive","01/24/11 15:44:00","01/24/11 15:46:00","07/31/02 00:00:00",
94,46,"Pont station","01/01/76 00:00:00","12/31/50 00:00:00",29014,29020,"Cette section est établie à partir du profil en travers du jaugeage réalisé le 13/01/2004 à 13:30
Altitude réelle","01/25/11 08:43:00","01/25/11 08:44:00","01/25/11 08:42:00",
95,46,"Pont échelle HE","01/01/02 00:00:00","01/01/03 00:00:00",30500,30467,"Pont situé 300m amont station
Altitude relative
Voir aussi relevé sur pont station (altitude réelle)","01/25/11 08:39:00","01/25/11 08:44:00","08/01/02 00:00:00",
96,78,"Section BE ME","01/01/02 00:00:00","01/01/50 00:00:00",43911,43913,"Le profil a été repris avec la cote échelle","01/21/11 15:09:00","01/25/11 08:46:00","08/08/02 00:00:00",
97,51,"échelle","01/01/01 00:00:00","12/31/05 00:00:00",23567,23569,"Altitude réelle","01/21/11 15:36:00","01/25/11 08:47:00",,
98,49,"Pont section HE","01/01/02 00:00:00","12/31/50 00:00:00",43059,43051,"Nivellé avec cote exacte","01/21/11 15:17:00","01/25/11 08:48:00","08/08/02 00:00:00",
99,16,"1","10/27/98 00:00:00","12/31/00 00:00:00",17728,17753,"Pour un meilleur résultat en HE, cote éch. a été modifiée.","01/25/11 08:48:00","01/25/11 08:50:00","09/06/99 00:00:00",
100,45,"Section amont seuil","01/01/01 00:00:00","01/01/04 00:00:00",49681,49675,"Max crue 1990 = environ 1.35m
Altitude réelle","02/21/11 12:38:00","02/21/11 12:42:00","08/01/02 00:00:00",
101,78,"Echelle","01/01/17 00:00:00","01/01/50 00:00:00",43911,43925,,"10/12/17 11:21:00","10/12/17 11:21:00","10/12/17 11:21:00",3
