noct,ladate
1196176,"12/03/03 12:15:00"
1196176,"11/02/08 17:30:00"
1196176,"06/11/92 00:00:00"
1196176,"11/03/08 15:30:00"
1196176,"01/25/94 13:00:00"
1196176,"05/01/13 14:15:00"
1196176,"06/09/92 00:00:00"
1196176,"02/07/78 00:00:00"
1196176,"04/09/15 09:30:00"
1196176,"06/16/04 11:20:00"
1196176,"09/22/04 12:00:00"
1196176,"08/30/89 00:00:00"
1196176,"10/01/85 00:00:00"
1196176,"08/23/49 00:00:00"
1196177,"09/29/07 14:30:00"
1196177,"06/01/16 15:30:00"
1196177,"05/10/89 00:00:00"
1196177,"01/14/04 13:40:00"
1196177,"05/27/19 08:00:00"
1196177,"08/22/17 07:31:00"
1196177,"05/28/80 00:00:00"
1196177,"12/31/11 11:52:00"
1196177,"12/03/03 12:15:00"
1196177,"11/02/08 17:30:00"
1196177,"06/16/92 00:00:00"
1196177,"07/17/19 07:45:00"
1196177,"08/10/06 14:25:00"
1196177,"06/11/92 00:00:00"
1196177,"04/27/98 14:30:00"
1196178,"05/22/12 09:30:00"
1196178,"12/31/11 11:52:00"
1196178,"12/03/03 12:15:00"
1196178,"11/02/08 17:30:00"
1196178,"06/16/92 00:00:00"
1196178,"05/06/04 13:45:00"
1196178,"07/17/19 07:45:00"
1196178,"08/10/06 14:25:00"
1196178,"04/12/83 00:00:00"
1195925,"06/12/92 10:00:00"
1195926,"05/07/10 10:30:00"
1195926,"01/28/09 07:30:00"
1195928,"05/29/08 19:45:00"
1195928,"06/12/92 10:00:00"
1195930,"05/29/08 19:45:00"
1195930,"06/12/92 10:00:00"
1195930,"12/09/76 00:00:00"
1195931,"05/29/08 19:45:00"
1195931,"06/12/92 10:00:00"
1195932,"05/29/08 19:45:00"
1195932,"06/12/92 10:00:00"
1195933,"05/29/08 19:45:00"
1195933,"06/12/92 10:00:00"
1195934,"06/12/92 10:00:00"
1195935,"05/29/08 19:45:00"
1195935,"06/12/92 10:00:00"
1195935,"05/07/10 10:30:00"
1195935,"09/23/94 13:00:00"
1195935,"01/28/09 07:30:00"
1195935,"12/09/76 12:00:00"
1195935,"11/03/08 21:44:00"
1195936,"11/03/08 21:44:00"
1195936,"05/29/08 19:45:00"
1195936,"06/12/92 10:00:00"
1195936,"05/07/10 10:30:00"
1195936,"09/23/94 13:00:00"
1195936,"01/28/09 07:30:00"
1195936,"12/09/76 12:00:00"
1195937,"05/03/13 14:12:00"
1195938,"11/03/08 21:44:00"
1195938,"05/29/08 19:45:00"
1195938,"06/12/92 10:00:00"
1195938,"05/07/10 10:30:00"
1195938,"09/23/94 13:00:00"
1195938,"01/28/09 07:30:00"
1195938,"12/09/76 12:00:00"
1195939,"05/29/08 19:45:00"
1195939,"06/12/92 10:00:00"
